epoch,loss,val_loss
0,0.2919926091732132,0.19869442920469796
1,0.2508634040742981,0.18996799711523385
2,0.24022641865455585,0.18540760578306031
3,0.23437257094161865,0.18110359802012102
4,0.2278615050638258,0.17853009748205897
5,0.22580252064662376,0.1767968128704582
6,0.22395411355581543,0.17482757947805388
7,0.22191583298025935,0.17302414134579566
8,0.2195630841847995,0.17213672731536137
9,0.21754941526050944,0.1714950599151834
10,0.21707534673517362,0.1710516683539914
11,0.2156378974546469,0.17040799490969125
12,0.21510726821319906,0.1695625089523963
13,0.21403767558236111,0.17001035746275905
14,0.2144091504245074,0.16931681718370958
15,0.21401348035829246,0.1689591087223048
16,0.21381705424850622,0.1693425780503124
17,0.21409745826224633,0.16922633808392745
18,0.2142595765207652,0.16884013504501363
19,0.21386403789305916,0.1683701742391055
20,0.2127039392467097,0.16864514659191
21,0.2120680722938514,0.1689012387387
22,0.21259344780313877,0.1684198628923305
23,0.21191258679968342,0.1679516980913653
24,0.21262509201213378,0.16870830984741686
25,0.2117271027415881,0.16821341465575626
26,0.21160628497792722,0.168510892465513
27,0.2117987046862404,0.16876691911833988
28,0.21216232229021426,0.1691858436447872
29,0.21163567305050443,0.1679939182193589
30,0.21164880247076998,0.16808974596644585
31,0.21181926205479756,0.1681327626543905
32,0.21237675013925192,0.16770648782386072
33,0.211926431254969,0.16796035598222395
34,0.2116833173183281,0.1676049743944517
35,0.21105526425685617,0.16810214092623965
36,0.21199695355548503,0.16893418631281715
37,0.21067150650887737,0.16765472043888638
38,0.21154217495196606,0.17033667139096348
39,0.21237629053341436,0.16755604708384456
40,0.21165226300006118,0.1675527088680065
41,0.21162605171442558,0.1675778235301415
42,0.2118857177796272,0.1674702371067963
43,0.21094055414726914,0.16756964666615748
44,0.21240757300340699,0.16752669677652163
45,0.21158475656674552,0.16770210447140652
46,0.21149104902563326,0.16748054728741987
47,0.21124889963281093,0.1680025635015427
48,0.2119187646344381,0.16848921890442187
49,0.21324368271151078,0.1673500461192599
50,0.2112027832819595,0.16744124474354702
51,0.21205752684508966,0.1674372545524997
52,0.21068842978537214,0.16732040684008156
53,0.21158454606176388,0.16716790159754158
54,0.2118298480417593,0.1679648852237656
55,0.21157240844774353,0.16803603672696676
56,0.2115102519126789,0.16767426661218193
57,0.21101261509490435,0.16737844919494355
58,0.21090710138574012,0.1674058997820796
59,0.2118888373223841,0.16726200887315787
60,0.21209786005356598,0.1670640240218342
61,0.21194356116373572,0.16713542817284005
62,0.21011736237638895,0.16722975932160486
63,0.21131418657021744,0.1676136888464819
64,0.2102792477401285,0.16723100568318558
65,0.21117340785917238,0.1676690524310585
66,0.21083333875130184,0.16715452920852986
67,0.21056765161108779,0.16676584253734872
68,0.20981088645465248,0.1681156615363508
69,0.21207047534307674,0.16731887253431174
70,0.21074930722101173,0.16760406506788825
71,0.2106921659424275,0.16803290645544977
72,0.20983226351555254,0.16794976805502287
73,0.21068718166103587,0.16746105123261873
74,0.21052153976901805,0.1670301274374246
75,0.21185999538587488,0.16713647176795676
76,0.21126537361705927,0.1670399970654151
77,0.20998036780105678,0.1681445312120554
78,0.2097459431114492,0.16648836718471993
79,0.2103770455463042,0.16756802259768985
80,0.21006524374196547,0.16932322160002408
81,0.2108469930921483,0.16724697968845975
82,0.21143929563138797,0.16721156097217327
83,0.21111463256284604,0.1670929014445616
84,0.21004220560445624,0.16725949037928797
85,0.21079214038265567,0.16676179965864127
86,0.21203761960797743,0.16944200547525673
87,0.21225197123131642,0.1686313010020977
88,0.2101300938862706,0.16792734200505427
89,0.21036485709200559,0.16805540756458312
90,0.21181152717777588,0.16677834986849868
91,0.21017487671208418,0.16811975133197693
92,0.20986515051666743,0.1669798675598453
93,0.21113159437948673,0.16745920194713126
94,0.21078627522192023,0.16690992305070082
95,0.21078275475505528,0.1665718296952842
96,0.21095833316302598,0.16709442507841227
97,0.21082069340574452,0.16743145898893594
