epoch,loss,val_loss
0,0.21811410680603568,0.2936246854568217
1,0.1837539478535644,0.28503889810689803
2,0.17608068853191286,0.2813193965962047
3,0.17226337756977445,0.2803731505002601
4,0.1713568959983803,0.2793626241746855
5,0.16940171524828826,0.27858550202519744
6,0.16937537643953043,0.2782134806980014
7,0.1692792523053047,0.2781389982202113
8,0.16849529139012762,0.2779341717490208
9,0.16807658819839208,0.2780854095765356
10,0.1676807097169511,0.2776628487228989
11,0.16765335298498082,0.27758981377569036
12,0.16801109127821612,0.27766540417971575
13,0.1672847062978753,0.2781567760749146
14,0.16738842634380147,0.2776235405116479
15,0.16725953405075972,0.27805258833932284
16,0.1669440232319937,0.2773495452031577
17,0.16719754840716844,0.2778871762956214
18,0.16669994809112243,0.2765597701296518
19,0.16733944528747136,0.2780140982174891
20,0.16697814953139095,0.27707466451221063
21,0.1668875644270989,0.276767176236374
22,0.16695333629913744,0.27669454413811334
23,0.166705383474704,0.2770483215897996
24,0.16711984842428532,0.27722439466452087
25,0.16678705815729947,0.27660594989975457
26,0.16663745985458844,0.27696263400115245
27,0.16665860240179206,0.27710412999729084
28,0.16683190151139743,0.27777152732322413
29,0.1667295658102775,0.27701911220268965
30,0.1665519698505803,0.2763280462091729
31,0.16611243666750888,0.2767539089066482
32,0.16634598989370858,0.27627832755597515
33,0.1658118806169232,0.2772343097505738
34,0.16681355022385957,0.27690911091866904
35,0.16680149012503745,0.2773870393561099
36,0.16617738870699067,0.2771819722896405
37,0.16627417008828435,0.27711362042543003
38,0.16647249826933946,0.27726808321563273
39,0.16667194981061115,0.27608808091975584
40,0.1661015701782565,0.27673106431020994
41,0.16656412691890482,0.27616025028464225
42,0.16638579580011406,0.27642417120510504
43,0.16659208833773234,0.2771452057587666
44,0.1661575993734316,0.27656298387869827
45,0.16613178709973594,0.2765081160937177
46,0.1664698432789829,0.2767310143132609
47,0.16640258601406638,0.2768857694023586
48,0.1667952183735113,0.2767335386639737
49,0.1662420337357797,0.2771040971649351
50,0.16664917871663262,0.2768770873720065
51,0.16620643761701542,0.27660176840897926
52,0.166221313288628,0.27657608396904926
53,0.16592049571886933,0.2765936984537555
54,0.1663492837929648,0.27779868156993653
55,0.16626883785596663,0.27736301048946616
56,0.16633173794497214,0.2776419846463418
57,0.16594518452412557,0.2762619820285282
58,0.1668018145630232,0.27795340914532424
59,0.1658588623243487,0.2759706139189607
60,0.16602733254591903,0.27704014403062166
61,0.16638746410104496,0.2762939411890807
62,0.16613081586347,0.2765455449624613
63,0.1661861048933137,0.2766425022970811
64,0.16598416070242897,0.27667255598353657
65,0.16571203416728228,0.2765783707824946
66,0.16655417384384014,0.27688524581931206
67,0.16648761074365265,0.27649654989129746
68,0.16638450639998636,0.2775687604325631
69,0.16623180357798262,0.2765689493512642
70,0.16632572673519283,0.2773048689199309
71,0.16654959277204234,0.27654999297026894
