epoch,loss,val_loss
0,0.28584644264049747,0.21544318169054358
1,0.22549293323849023,0.1761482711091186
2,0.17908090572008925,0.15243716914244373
3,0.15471485582630287,0.13716877376792408
4,0.13726500541976328,0.12716294907861286
5,0.12400752839747439,0.12046155213105558
6,0.11806500428178338,0.11549826901067387
7,0.11259092491999101,0.11173453091671973
8,0.10792222053817149,0.10889966075468545
9,0.10584607822171757,0.10666733919972121
10,0.1024060257030337,0.10497357274847802
11,0.10084145700328806,0.10347117701865206
12,0.09923975423815545,0.10224977563125918
13,0.09800446533085255,0.1013003992462399
14,0.09693641653221645,0.10053948114315668
15,0.09648037849852209,0.09983591014387631
16,0.09569658548979278,0.09918585698110889
17,0.09509608646457116,0.0986835743592243
18,0.09471511410863212,0.09825994664370412
19,0.0942237750097607,0.09793639535253698
20,0.09387739353635338,0.0976154923288509
21,0.0934061121639241,0.09740664174761435
22,0.0934246322043826,0.0972528196344472
23,0.09315996514277512,0.09716472407483091
24,0.09291801639487235,0.09693590166291806
25,0.09283090803730354,0.09687764900501328
26,0.09270639401138499,0.09675951849932622
27,0.09269607787721612,0.09666427929293026
28,0.09257791728785869,0.09663806818049363
29,0.09254283501191085,0.09654926082702599
30,0.0924576244394431,0.09648416438187012
31,0.09237419994694464,0.09645265361877403
32,0.09248511693283414,0.09653831663155797
33,0.09231096059083939,0.09642891296834656
34,0.09238032713030161,0.0963883319286385
35,0.0923317194855615,0.09638944245649106
36,0.09225082867600945,0.09634887950889992
37,0.09220400802707404,0.09634975681100229
38,0.09223773392398706,0.09632657670011424
39,0.09223246406303363,0.09640798345960752
40,0.09222257029809308,0.09632814267669061
41,0.09213502876544266,0.09641710539357831
42,0.09221729988127612,0.09630797452697851
43,0.09221479228373324,0.09633125784722242
44,0.09222764627317365,0.09629698048035304
45,0.09217105138837621,0.09629620390407967
46,0.09216400688953615,0.09631120800369918
47,0.0921911329516534,0.09630919928201521
48,0.09220526929986611,0.09629978778386357
49,0.09219294624047333,0.096359059681194
50,0.09220537957180752,0.09632618364059564
51,0.0921276406960541,0.09629226855256341
52,0.09226894731267114,0.09630373653137322
53,0.0921708262301563,0.0962922982796274
54,0.09214182630348741,0.09630930188930396
55,0.092098968784126,0.09631983315703845
56,0.09225252805131205,0.09630237966775894
57,0.09211810676904207,0.09631771668039187
58,0.09214936877234599,0.09629433579517133
59,0.09219197667046879,0.09629688591066032
60,0.09219304747795791,0.09640952831867969
61,0.0920818355277683,0.0963022505394136
62,0.09217160120438994,0.09629054996702406
63,0.09220893784855189,0.09628612769372535
64,0.09214587350239914,0.0963061963970011
65,0.09219515481021967,0.0963031068444252
66,0.09213388227344899,0.09633713677676037
67,0.09216172278597114,0.0962999322197654
68,0.09214770479316121,0.09635698953361223
